INDEX,ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,TIME
40,9038869790,1990/3/15,4,104,,0,1,1,411425,,,0,0,0,3,"80,000",是,1,1,2,13,"73,618.66",正常,1,2021/7/31
41,9034488053,1994/9/15,4,199,,0,1,1,522122,90,,0,0,0,7,,否,1,1,0,2,,正常,1,2021/7/31
42,9038780090,1985/7/29,1,199,,0,1,1,310105,,,0,0,0,4,,否,1,1,0,13,,正常,1,2021/7/31
43,9035922109,1994/10/7,0,199,,0,1,1,150430,90,,0,0,0,11,,否,1,1,0,21,,正常,2,2021/7/31
44,9026388562,1996/4/6,4,199,30,0,1,1,362326,10,,0,0,0,4,"4,700",是,1,1,0,5,0,正常,1,2021/7/31
45,9038978400,1993/10/14,4,199,,0,1,1,320321,,,0,0,0,4,,否,1,1,0,15,,正常,2,2021/7/31
46,9036121948,1972/7/12,,199,,0,1,1,622322,,,0,0,0,11,,否,1,1,0,3,,正常,1,2021/7/31
47,9039741145,1995/1/1,4,199,,0,1,2,411403,,,0,0,0,2,,否,1,1,1,13,,正常,2,2021/7/31
48,9035550564,1989/8/10,4,199,20,0,1,1,510824,,,0,0,0,12,,否,1,1,0,46,,正常,2,2021/7/31
49,9036486891,1990/8/25,4,199,,0,1,1,511024,90,,0,0,0,4,,否,1,1,0,25,,正常,1,2021/7/31
50,9039695410,1986/7/25,4,199,,0,1,2,131128,,,0,0,0,2,,否,1,1,2,7,,正常,1,2021/7/31
51,9039939011,1999/11/15,4,199,,0,1,2,620503,,,0,0,0,2,,否,1,1,2,24,,正常,2,2021/7/31
52,9039226952,1989/8/5,4,199,,0,1,1,350702,,,0,0,0,2,,否,1,1,1,4,,正常,1,2021/7/31
53,9008167459,1988/1/29,4,199,99,0,1,1,432524,10,4,0,0,0,8,"157,700",是,1,1,0,8,0,正常,3,2021/7/31
54,9010677056,1983/3/13,4,104,99,0,1,1,362427,20,4,0,0,0,0,"90,800",是,1,1,1,1,"40,000",正常,1,2021/7/31
55,9038830844,1992/12/19,4,199,,0,1,1,360481,,,0,0,0,4,,否,1,1,0,2,,正常,1,2021/7/31
56,9008498544,1994/3/5,4,199,30,0,1,1,320582,90,4,0,0,0,7,"21,100",是,1,1,0,17,0,正常,2,2021/7/31
57,9038878366,1989/12/27,4,199,,0,1,1,411526,,,0,0,0,4,,否,1,1,1,10,,正常,2,2021/7/31
58,9035622539,1995/11/7,4,199,,0,1,1,141082,20,,0,0,0,12,,否,1,1,0,34,,正常,2,2021/7/31
59,9038472152,1982/8/18,3,199,,0,1,1,130521,,,0,0,0,5,,否,1,1,0,2,,正常,2,2021/7/31
60,9039343414,1989/2/6,4,199,,0,15,2,430822,,,0,0,0,3,,否,1,1,0,17,,正常,1,2021/7/31
61,9039450616,1990/8/21,4,199,,0,1,1,513002,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
62,9038558516,1972/12/1,4,199,,0,1,2,370703,,,0,0,0,5,,否,1,1,0,5,,正常,1,2021/7/31
63,9004506612,1992/10/4,4,101,30,0,1,1,441721,10,,0,0,0,0,"25,769",是,1,1,1,3,0,正常,1,2021/7/31
64,9038873068,1989/12/9,4,199,,0,1,2,420983,,,0,0,0,4,,否,1,1,0,49,,正常,1,2021/7/31
65,9008136437,1989/10/5,4,199,99,0,1,1,440582,10,,0,0,0,7,"256,706.88",是,1,1,0,1,"46,944.38",正常,1,2021/7/31
66,9039486281,1990/7/16,4,199,20,0,1,2,342921,90,,0,0,0,3,,否,1,1,0,2,,正常,1,2021/7/31
67,9039973690,1994/6/12,4,199,,0,1,2,360681,,,0,0,0,2,,否,1,1,0,3,,正常,1,2021/7/31
68,9015296262,1986/6/27,4,199,30,0,1,1,320723,20,,0,0,0,4,,否,1,1,1,123,,正常,1,2021/7/31
69,9038846640,1989/1/1,4,199,,0,1,2,362329,,,0,0,0,4,,否,1,1,0,21,,正常,1,2021/7/31
70,9002673690,1998/10/15,4,199,99,0,1,1,520181,90,,0,0,0,2,200,是,1,1,0,1,0,正常,1,2021/7/31
71,9039080429,1997/11/16,4,199,,0,8,1,450127,,,0,0,0,4,,否,1,1,0,2,,正常,1,2021/7/31
72,9035555010,1992/5/25,4,199,20,0,1,2,622326,,,0,0,0,12,,否,1,1,0,7,,正常,2,2021/7/31
73,9038742447,1990/6/15,1,199,20,0,1,1,510183,90,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
74,9038511419,1992/5/1,4,199,,0,1,1,342201,,,0,0,0,5,,否,1,1,3,27,,正常,5,2021/7/31
75,9039607808,1988/3/5,4,199,,0,16,1,532529,,,0,0,0,3,,否,1,6,0,4,,正常,2,2021/7/31
76,9039567159,1995/1/17,4,199,,0,1,1,330183,,,0,0,0,3,,否,1,1,0,13,,正常,1,2021/7/31
77,9039097876,1988/7/18,4,199,,0,1,1,330424,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
78,9006404022,1989/3/8,1,199,20,0,1,1,360721,10,4,0,0,0,1,"226,136",是,1,1,0,1,"54,200",正常,1,2021/7/31
79,9036769406,1993/3/29,4,199,,0,1,1,410811,,,0,0,0,9,,否,1,5,0,632,,正常,1,2021/7/31
80,9005810885,1987/11/18,4,199,30,0,1,1,622424,90,,0,0,0,3,"1,300",是,1,1,0,4,0,正常,2,2021/7/31
81,9014431392,1987/2/10,0,199,20,0,1,1,410183,20,4,0,0,0,7,"208,241.88",是,1,1,0,4,"41,277.85",正常,1,2021/7/31
82,9019479098,1993/5/26,1,199,20,0,1,1,330226,10,4,0,0,0,0,"232,025",是,1,1,1,2,"103,855",正常,1,2021/7/31
83,9039264301,1995/12/13,4,199,,0,1,2,445221,,,0,0,0,3,,否,1,1,0,3,,正常,1,2021/7/31
84,9006679548,1993/8/25,4,199,99,0,1,1,510602,10,4,0,0,0,3,"312,746",是,1,1,1,5,"20,000",正常,1,2021/7/31
85,9038980465,1993/12/18,4,199,,0,1,2,320682,,,0,0,0,4,,否,1,1,0,21,,正常,1,2021/7/31
86,9038935353,1991/2/19,4,199,,0,1,2,532525,,,0,0,0,3,,否,1,1,0,29,,正常,2,2021/7/31
87,9039633068,1991/7/7,4,199,,0,1,1,430722,,,0,0,0,2,,否,1,1,2,10,,正常,2,2021/7/31
88,9039534651,1994/8/6,4,199,,0,1,1,500228,,,0,0,0,3,,否,1,1,4,19,,正常,1,2021/7/31
89,9039080427,1994/7/9,4,199,,0,1,1,440785,,,0,0,0,4,,否,1,1,0,2,,正常,1,2021/7/31
90,9033089408,1991/12/22,3,199,,0,1,1,412726,90,,0,0,0,2,,否,1,1,2,6,,正常,2,2021/7/31
91,9039325042,1997/12/19,4,199,,0,1,1,220221,,,0,0,0,3,,否,1,1,1,1,,正常,1,2021/7/31
92,9038771651,1991/12/12,4,199,,0,1,1,320321,,,0,0,0,3,,否,1,5,0,1,,正常,1,2021/7/31
93,9002921166,1995/2/6,4,199,40,0,1,1,362502,10,,0,0,0,2,"11,500",是,1,1,0,9,0,正常,1,2021/7/31
94,9036208944,1994/7/28,,199,,0,12,2,522629,,,0,0,0,10,,否,1,1,0,8,,正常,2,2021/7/31
95,9039211443,1992/7/13,4,199,,0,1,2,421022,,,0,0,0,3,,否,1,1,0,6,,正常,1,2021/7/31
96,9039628553,1986/12/30,4,104,,0,1,1,440682,,,0,0,0,3,"168,888",是,1,1,0,2,"135,686.92",正常,1,2021/7/31
97,9039530813,1984/12/29,4,199,,0,4,2,370481,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
98,9015091182,1988/10/4,4,199,60,0,1,1,445281,20,Y,0,0,0,6,"44,590",是,1,1,0,1,"29,386.66",逾期,1,2021/7/31
99,9033030718,1989/5/19,4,199,30,0,1,1,441501,20,,0,0,0,3,,否,1,1,1,3,,正常,1,2021/7/31
100,9035569008,1987/10/28,1,199,30,0,1,1,350423,,,0,0,0,6,,否,1,1,0,1,,正常,1,2021/7/31
101,9014754174,1995/9/2,4,199,30,0,1,1,430503,10,,0,0,0,5,"84,198.06",是,1,1,0,1,"8,857.34",正常,1,2021/7/31
102,9012929502,1988/9/16,4,199,60,0,1,1,445121,10,2,0,0,0,4,"419,100",是,1,1,2,6,"64,589.48",正常,2,2021/7/31
103,9039229816,1990/10/15,4,199,,0,1,1,130630,,,0,0,0,2,,否,1,1,0,2,,正常,1,2021/7/31
104,9038830271,1994/6/5,4,105,30,0,1,1,513029,,,0,0,0,4,,否,1,1,0,41,,正常,1,2021/7/31
105,9000835446,1990/10/18,4,199,99,1,1,2,510125,20,,0,1,0,9,"2,733,166.66",是,2,3,0,2,0,正常,1,2021/7/31
106,9038870227,1990/11/17,0,105,,0,1,1,612430,,,0,0,0,4,,否,1,1,2,28,,正常,2,2021/7/31
107,9040779780,1993/12/4,4,,,0,1,2,441723,,,0,0,0,0,,否,1,1,3,3,,正常,1,2021/7/31
108,9008956530,1991/10/11,4,199,99,0,1,1,432524,10,4,0,0,0,4,"50,000",是,1,1,0,17,0,正常,1,2021/7/31
109,9039026337,1997/8/22,4,199,,0,1,2,532621,,,0,0,0,4,,否,1,1,0,58,,正常,2,2021/7/31
110,9014689658,1976/12/9,4,199,20,0,1,1,513028,20,3,0,0,0,3,"718,000",是,1,1,0,7,"261,333.32",正常,1,2021/7/31
111,9040318928,1986/3/4,4,199,,0,1,2,500239,,,0,0,0,1,,否,1,1,1,1,,正常,1,2021/7/31
112,9039773617,1989/8/15,4,199,,0,1,1,370983,,,0,0,0,2,,否,1,1,0,2,,正常,1,2021/7/31
113,9000515858,1985/11/12,4,199,99,0,1,1,370724,20,Y,0,0,0,7,"452,645",是,1,1,0,3,"119,210",正常,1,2021/7/31
114,9035518053,1996/5/24,0,199,20,0,25,2,522726,90,,0,0,0,12,,否,1,1,0,348,,正常,2,2021/7/31
115,9011992179,1992/5/28,4,199,99,0,1,1,412721,10,,0,0,0,1,"18,576",是,1,1,0,1,0,正常,1,2021/7/31
116,9038181422,1988/2/5,4,199,,0,1,1,372926,,,0,0,0,6,,否,1,1,0,3,,正常,1,2021/7/31
117,9039931448,1991/8/4,4,199,,0,1,2,420322,,,0,0,0,2,,否,1,1,5,20,,正常,2,2021/7/31
118,9008979320,1988/5/16,4,199,99,0,1,1,341221,20,,0,0,0,9,"90,000",是,1,1,2,11,"83,466.40",正常,2,2021/7/31
119,9002512326,1990/5/10,0,199,20,0,1,1,350525,90,,0,0,0,0,"74,124",是,1,1,0,1,806.07,正常,1,2021/7/31
120,9035312549,1995/10/16,1,199,,0,9,2,522325,,,0,0,0,11,,否,1,1,0,1,,正常,1,2021/7/31
121,9039375792,1968/3/19,4,105,,0,1,1,510122,,,0,0,0,3,,否,1,1,0,6,,正常,1,2021/7/31
122,9012202111,1989/5/16,4,199,99,0,1,1,142730,90,,0,0,0,6,"5,400",是,1,1,0,4,0,正常,1,2021/7/31
123,9025551145,1990/6/1,4,199,30,0,1,1,342201,20,4,0,0,0,6,"87,000",是,1,1,0,9,"25,184.93",正常,1,2021/7/31
124,9039613801,1983/3/25,4,199,,0,1,1,532101,,,0,0,0,3,,否,1,1,0,4,,正常,2,2021/7/31
125,9035551163,1986/2/26,4,199,20,0,1,2,510802,,,0,0,0,12,,否,1,1,0,12,,正常,1,2021/7/31
126,9002685479,1991/6/9,4,199,99,0,1,1,421123,20,,0,0,0,3,"3,600",是,1,1,0,2,0,正常,1,2021/7/31
127,9017655405,1986/11/15,4,199,30,0,1,1,513002,10,,0,0,0,5,"26,838",是,1,1,0,3,"4,966.39",正常,1,2021/7/31
128,9037814569,1982/7/23,1,199,,0,1,1,430525,90,,0,0,0,7,"27,776",是,1,1,0,1,0,正常,1,2021/7/31
129,9035449045,1996/7/11,0,199,20,0,1,2,452629,,,0,0,0,12,,否,1,1,0,57,,正常,2,2021/7/31
130,9010874348,1990/5/4,4,199,60,0,1,1,430626,20,,0,0,0,3,"41,500",是,1,1,0,1,0,正常,1,2021/7/31
131,9031312623,1990/12/30,4,199,30,0,1,2,130428,90,9,0,0,0,0,"5,900",是,1,1,1,1,0,正常,1,2021/7/31
132,9035403179,1989/8/30,Y,199,,0,8,2,452731,,,0,0,0,13,,否,1,1,0,1,,正常,1,2021/7/31
133,9010968080,1987/2/22,4,199,99,0,1,1,620523,20,,0,0,0,2,,否,1,1,0,1,,正常,1,2021/7/31
134,9008715213,1978/6/20,0,105,99,0,1,2,510421,20,,0,0,0,2,"2,900,000",是,1,1,0,2,"233,830.84",正常,1,2021/7/31
135,9039852599,1998/11/12,4,199,,0,1,2,530324,,,0,0,0,2,,否,1,1,4,12,,正常,1,2021/7/31
136,9039054042,1988/12/29,4,199,,0,1,1,522527,,,0,0,0,4,,否,1,1,0,1,,正常,1,2021/7/31
137,9035451256,1973/5/21,4,199,30,0,1,1,350500,,,0,0,0,3,,否,1,1,0,17,,正常,1,2021/7/31
138,9039152692,1986/7/19,6,199,,0,1,1,422823,90,,0,0,0,3,,否,1,1,0,7,,正常,1,2021/7/31
139,9039283903,1994/12/25,4,199,,0,1,2,420381,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
140,9032098528,1985/10/1,3,199,10,0,1,1,421124,90,Y,0,0,0,13,,否,1,1,1,532,,正常,2,2021/7/31
141,9035844143,1967/7/2,4,199,,0,1,1,432824,,,0,0,0,11,,否,1,1,0,57,,正常,2,2021/7/31
142,9035512926,1987/12/4,4,199,20,0,1,2,522501,,,0,0,0,12,,否,1,1,0,61,,正常,2,2021/7/31
143,9039836920,1992/2/18,4,199,,0,1,1,500224,,,0,0,0,2,,否,1,1,4,6,,正常,1,2021/7/31
144,9039281562,1998/12/17,1,199,,0,15,1,522127,,,0,0,0,3,,否,1,1,0,5,,正常,1,2021/7/31
145,9039561817,1991/8/17,Y,199,,0,7,1,522321,,,0,0,0,0,,否,1,1,0,5,,正常,1,2021/7/31
146,9003771623,1993/6/24,4,199,99,0,1,1,431222,20,,0,0,0,7,"13,900",是,1,1,11,52,0,正常,2,2021/7/31
147,9035553742,1965/8/12,4,199,,0,1,1,430422,,,0,0,0,12,,否,1,1,0,1,,正常,1,2021/7/31
148,9039123030,1993/9/29,4,199,,0,1,2,500223,,,0,0,0,3,,否,1,1,7,97,,正常,2,2021/7/31
149,9014510853,1985/12/12,4,199,60,0,1,1,330326,10,,0,0,0,4,,否,1,1,0,27,,正常,2,2021/7/31
150,9038772561,1985/6/20,4,199,,0,1,1,341202,,,0,0,0,4,,否,1,1,0,6,,正常,1,2021/7/31
151,9024479426,1985/7/6,4,199,,0,17,1,654222,20,,0,0,0,7,,否,1,6,5,72,,正常,2,2021/7/31
152,9015530861,1989/11/27,1,199,99,0,1,1,320324,90,,0,0,0,4,"31,428",是,1,1,0,1,"2,168.76",正常,1,2021/7/31
153,9018232100,1986/6/10,0,199,30,0,1,1,513701,10,,0,0,0,6,"280,956.62",是,1,1,1,20,0,正常,1,2021/7/31
154,9039673317,1993/7/10,4,199,,0,1,1,652301,,,0,0,0,2,,否,1,1,1,10,,正常,2,2021/7/31
155,9039602868,1976/1/11,4,199,,0,1,1,612501,,,0,0,0,3,,否,1,1,0,4,,正常,1,2021/7/31
156,9036148680,1993/2/18,,199,,0,1,1,410184,,,0,0,0,11,,否,1,1,0,22,,正常,2,2021/7/31
157,9038734062,1989/7/26,4,199,,0,1,1,320203,,,0,0,0,4,,否,1,1,0,13,,正常,1,2021/7/31
158,9014995764,1985/3/31,4,199,20,0,1,1,330324,20,,0,0,0,8,"113,888.88",是,1,1,4,74,0,正常,4,2021/7/31
159,9037646168,1978/11/19,4,105,,0,1,2,220602,,,0,0,0,7,"118,788",是,1,1,0,3,"73,150.20",正常,2,2021/7/31
160,9035555186,1967/1/18,4,199,,0,1,2,352625,,,0,0,0,12,,否,1,1,0,26,,正常,2,2021/7/31
161,9039323798,1994/1/6,4,199,,0,1,1,140421,,,0,0,0,3,,否,1,1,0,8,,正常,2,2021/7/31
162,9039735928,1990/4/6,4,199,20,0,1,1,350429,,,0,0,0,2,,否,1,1,1,26,,正常,2,2021/7/31
163,9039220078,1995/2/17,4,199,,0,1,1,511025,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
164,9040023135,1993/7/11,4,199,,0,1,1,130523,,,0,0,0,1,,否,1,1,0,1,,正常,1,2021/7/31
165,9039748738,1989/2/21,4,199,,0,1,1,610528,,,0,0,0,2,,否,1,1,26,51,,正常,2,2021/7/31
166,9039105532,1995/5/24,4,199,,0,1,2,440823,,,0,0,0,3,,否,1,1,0,13,,正常,1,2021/7/31
167,9039572651,1992/6/3,Y,199,,0,1,2,330124,,,0,0,0,3,,否,1,1,0,4,,正常,2,2021/7/31
168,9012964952,1987/2/28,4,199,70,0,1,1,441522,10,Y,0,0,0,6,"179,000",是,1,1,0,7,"62,519.55",正常,1,2021/7/31
169,9037527494,1991/4/22,0,199,,0,1,2,522321,,,0,0,0,7,,否,1,1,0,19,,正常,1,2021/7/31
170,9021078018,1990/8/18,4,199,20,0,1,1,340881,20,,0,0,0,6,"3,600",是,1,1,0,1,0,正常,1,2021/7/31
171,9039800162,1981/8/5,4,199,,0,1,2,352201,,,0,0,0,2,,否,1,1,0,1,,正常,1,2021/7/31
172,9012838577,1992/6/4,4,199,10,1,1,2,513101,90,,0,1,0,7,,否,2,3,0,1,,正常,1,2021/7/31
173,9039699366,1991/10/4,4,199,,0,1,1,640323,,,0,0,0,2,,否,1,1,1,46,,正常,2,2021/7/31
174,9039526075,1986/8/19,4,199,,0,1,2,370911,,,0,0,0,3,,否,1,1,3,50,,正常,1,2021/7/31
175,9039951327,1995/9/16,4,199,,0,6,1,522229,,,0,0,0,2,,否,1,1,0,3,,正常,2,2021/7/31
176,9036313945,1988/7/25,,199,,0,1,2,511102,,,0,0,0,10,,否,1,1,0,6,,正常,1,2021/7/31
177,9039387349,1995/1/30,4,199,,0,1,2,431002,,,0,0,0,3,,否,1,1,0,25,,正常,1,2021/7/31
178,9037179052,1987/6/13,4,199,,0,1,1,511011,90,,0,0,0,5,"22,888",是,1,1,0,1,0,正常,1,2021/7/31
179,9040032883,1998/11/13,4,199,,0,1,1,342222,,,0,0,0,1,,否,1,1,1,1,,正常,1,2021/7/31
180,9003054016,1993/2/10,4,199,99,0,1,1,441625,90,,0,0,0,4,"51,400",是,1,1,0,3,0,正常,2,2021/7/31
181,9021680820,1988/7/10,4,199,20,0,1,1,440823,20,,0,0,0,2,"63,888",是,1,1,0,3,0,正常,1,2021/7/31
182,9039728374,1994/12/20,1,199,20,0,8,2,452226,,,0,0,0,2,,否,1,1,0,17,,正常,2,2021/7/31
183,9039242641,1970/4/15,4,199,,0,1,2,350525,,,0,0,0,3,,否,1,1,0,49,,正常,2,2021/7/31
184,9038823781,1963/10/22,4,199,,0,1,1,372802,,,0,0,0,4,,否,1,1,0,6,,正常,1,2021/7/31
185,9039067840,1994/9/18,4,199,,0,1,1,441721,,,0,0,0,4,,否,1,1,0,33,,正常,2,2021/7/31
186,9030048183,1989/12/24,3,199,10,1,1,1,620103,90,,0,1,0,10,,否,2,3,0,38,,正常,2,2021/7/31
187,9035536307,1991/1/4,4,199,,0,1,2,430702,,,0,0,0,12,,否,1,1,0,2,,正常,2,2021/7/31
188,9039414123,1993/1/12,Y,199,,0,1,1,420281,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
189,9038632295,1995/11/27,4,199,30,0,1,1,513723,,,0,0,0,4,,否,1,1,0,19,,正常,2,2021/7/31
190,9040009276,1993/8/21,4,199,,0,1,2,431022,,,0,0,0,2,,否,1,1,2,6,,正常,2,2021/7/31
191,9035465445,1989/2/7,Y,199,,0,1,2,520203,,,0,0,0,12,,否,1,1,0,1,,正常,1,2021/7/31
192,9016006897,1992/5/22,4,199,40,0,1,1,360729,10,,0,0,0,6,,否,1,1,0,3,,正常,1,2021/7/31
193,9039201909,1995/10/19,4,199,,0,1,1,620503,,,0,0,0,3,,否,1,1,2,22,,正常,1,2021/7/31
194,9039184065,1990/10/28,4,199,,0,1,2,522123,,,0,0,0,3,,否,1,1,0,1,,正常,1,2021/7/31
195,9039816114,1991/12/19,4,199,,0,1,2,350802,,,0,0,0,2,,否,1,1,1,6,,正常,1,2021/7/31
196,9012903374,1989/10/14,4,199,30,0,11,1,210321,20,,0,0,0,4,,否,1,1,0,11,,正常,1,2021/7/31
197,9035025585,1990/2/1,4,199,20,0,1,1,410422,90,,0,0,0,6,"47,500",是,1,1,0,97,"18,578.20",正常,3,2021/7/31
198,9035418768,1966/6/11,4,199,30,0,1,1,452421,,,0,0,0,12,,否,1,1,0,2,,正常,2,2021/7/31
199,9040004185,1991/5/17,4,199,,0,1,1,321088,,,0,0,0,2,,否,1,1,2,8,,正常,1,2021/7/31
200,9039115028,1991/12/5,4,199,,0,1,1,452223,,,0,0,0,3,,否,1,1,0,3,,正常,2,2021/7/31
201,9010654146,1995/7/20,4,199,99,0,1,1,622201,90,,0,0,0,2,,否,1,1,0,2,,正常,1,2021/7/31
202,9011318748,1988/1/21,4,199,30,0,1,1,130125,10,,0,0,0,4,"2,081,450",是,1,1,0,1,"98,000",正常,1,2021/7/31
203,9039981770,1993/7/7,4,199,,0,1,1,532228,,,0,0,0,2,,否,1,1,0,1,,正常,1,2021/7/31
204,9000427340,1990/3/12,4,199,99,0,1,1,511126,20,,0,0,0,7,"356,864",是,1,1,0,2,0,正常,1,2021/7/31
205,9019473832,1974/12/25,1,101,30,0,1,1,650300,20,Y,0,0,0,3,"648,000",是,1,1,0,1,"16,890.65",正常,1,2021/7/31
206,9039081766,1995/12/7,4,199,,0,1,2,452122,,,0,0,0,4,,否,1,1,0,20,,正常,1,2021/7/31
207,9038706135,1991/2/19,4,199,,0,1,1,330411,,,0,0,0,4,,否,1,1,0,207,,正常,4,2021/7/31
208,9016002989,1988/6/23,4,199,30,0,1,1,320981,10,,0,0,0,4,"62,400",是,1,1,0,1,"7,010.39",正常,1,2021/7/31
209,9038952128,2000/11/23,4,199,,0,1,2,360121,,,0,0,0,4,,否,1,1,0,2,,正常,1,2021/7/31
210,9034085942,1990/10/8,4,199,,0,1,1,330381,20,,0,0,0,12,,否,1,1,0,23,,正常,2,2021/7/31
211,9037983249,1992/6/8,Y,199,,0,1,1,210211,,,0,0,0,6,,否,1,1,0,1,,正常,1,2021/7/31
212,9012864574,1989/12/13,4,199,30,0,1,1,445221,20,,0,0,0,7,"1,231,000",是,1,1,0,9,0,正常,1,2021/7/31
